iter	MultiClass
187	0.008004095551
188	0.007868938865
189	0.007790208973
190	0.0077427331
191	0.007714481506
192	0.007651871521
193	0.007546046139
194	0.007503511002
195	0.007438426686
196	0.007400722811
197	0.007300471924
198	0.007275005885
199	0.00724527621
200	0.007138854969
201	0.007083850799
202	0.007056184419
203	0.007027752037
204	0.006982711467
205	0.006920890023
206	0.006842315625
207	0.006721307264
208	0.006683343822
209	0.006650705656
210	0.006597375741
211	0.006488080895
212	0.006435915383
213	0.006407310624
214	0.006380919574
215	0.006352335995
216	0.006270887275
217	0.006216702557
218	0.006165584212
219	0.006108962951
220	0.006031995038
221	0.005992057684
222	0.005939447694
223	0.005863496662
224	0.005825512935
225	0.005796133164
226	0.005750051216
227	0.005727250687
228	0.005699979069
229	0.005664403386
230	0.005641483806
231	0.005599832149
232	0.005577767213
233	0.005551549633
234	0.005531354708
235	0.00549493095
236	0.005462479417
237	0.005420893175
238	0.005401905965
239	0.005380337925
240	0.005360228962
241	0.005339635584
242	0.005304363491
243	0.005270345843
244	0.005252208914
245	0.005214859299
246	0.005172103106
247	0.005139749147
248	0.005106976516
249	0.005078333435
250	0.00504467422
251	0.005031703684
252	0.005001546611
253	0.004963939169
254	0.0049336309
255	0.004915672207
256	0.004880521315
257	0.004850166118
258	0.004820097704
259	0.00478946178
260	0.004773447742
261	0.004700603768
262	0.00468331623
263	0.004620642708
264	0.004608961764
265	0.004593724678
266	0.004559455216
267	0.004544038015
268	0.004531354394
269	0.004516883505
270	0.004482289511
271	0.004465908847
272	0.004440629546
273	0.004408510354
274	0.004397411632
275	0.004368613217
276	0.004358404626
277	0.004348918016
278	0.004335827392
279	0.004312377846
280	0.004286216518
281	0.004271810672
282	0.004239911154
283	0.004203335822
284	0.004173611298
285	0.004143035462
286	0.004094781843
287	0.004071463264
288	0.004060249278
289	0.004049844494
290	0.004034349538
291	0.004021250252
292	0.004008051692
293	0.00399666239
294	0.003983708905
295	0.003966080389
296	0.003955136209
297	0.003931834843
298	0.003908343973
299	0.003841826942
300	0.003805101573
301	0.003793762278
302	0.003776804054
303	0.003761834985
304	0.003741026057
305	0.003732027839
306	0.003723506681
307	0.003693036185
308	0.00368523383
309	0.003641042833
310	0.003626309417
311	0.003615203792
312	0.003594170887
313	0.003576480748
314	0.003561469567
315	0.003550803118
316	0.003532604112
317	0.003512736519
318	0.003503070642
319	0.003491806442
320	0.003481492217
321	0.003463979399
322	0.003454895907
323	0.003445995548
324	0.003396407811
325	0.003378628916
326	0.003369062958
327	0.003361888321
328	0.003352327973
329	0.003344524492
330	0.003324661973
331	0.003313055323
332	0.003302764239
333	0.003292638996
334	0.003281119895
335	0.003261045446
336	0.0032254249
337	0.003222135446
338	0.003213597917
339	0.003195615288
340	0.003180836852
341	0.003171414051
342	0.003154268953
343	0.00314395282
344	0.003135252775
345	0.00311885056
346	0.003103466326
347	0.003090296878
348	0.003076499074
349	0.003068489164
350	0.003055266151
351	0.003046762994
352	0.003043721726
353	0.003027938277
354	0.003014010328
355	0.002999881348
356	0.002990634103
357	0.002971113419
358	0.002944497804
359	0.002927986372
360	0.00291485235
361	0.002909258839
362	0.00289692345
363	0.002866258058
364	0.002857746128
365	0.002843999116
366	0.002825932424
367	0.002818569001
368	0.002805196929
369	0.002800308291
370	0.002794087605
371	0.002777499052
372	0.002772564974
373	0.002762883645
374	0.002757174009
375	0.002744278649
376	0.00274024931
377	0.002733668823
378	0.002721627818
379	0.002716591561
380	0.002712263371
381	0.002695261558
382	0.002678628942
383	0.002673367196
384	0.002655531792
385	0.002649534528
386	0.002625744343
387	0.002618247258
388	0.002614971562
389	0.002609446242
390	0.002602531207
391	0.002590574854
392	0.002580135468
393	0.002568719516
394	0.002562168245
395	0.002557538513
396	0.002549561487
397	0.002544580797
398	0.002534291406
399	0.002531302917
400	0.002526834361
401	0.002521330733
402	0.002514150633
403	0.002510228398
404	0.002503015068
405	0.002498810409
406	0.002483627385
407	0.002478303923
408	0.002471309923
409	0.002448045411
410	0.002441489597
411	0.002423910639
412	0.002419300315
413	0.002416989979
414	0.002406109352
415	0.002396296302
416	0.002387185247
417	0.002376990869
418	0.002372991709
419	0.002369211027
420	0.002364832677
421	0.002361197276
422	0.00235657261
423	0.002351793936
424	0.00234762768
425	0.002342180634
426	0.002338096045
427	0.002334731171
428	0.002323867418
429	0.002316412682
430	0.002305791554
431	0.002301191106
432	0.002297876033
433	0.00229404679
434	0.002283987321
435	0.002280417165
436	0.002274254192
437	0.002267010751
438	0.00226138258
439	0.002257648333
440	0.002253864235
441	0.002246327541
442	0.002237796536
443	0.002232509766
444	0.002227212963
445	0.002222862936
446	0.002213807762
447	0.002192934279
448	0.002187711352
449	0.002172575379
450	0.0021673268
451	0.002163698216
452	0.002159427895
453	0.002152265047
454	0.002148031997
455	0.002130729464
456	0.002125663377
457	0.00211705868
458	0.002113350894
459	0.002107695697
460	0.002101857735
461	0.002095885471
462	0.002073461213
463	0.002070826581
464	0.002067285404
465	0.002062376507
466	0.002052525506
467	0.002047655611
468	0.002043321863
469	0.002037003601
470	0.002031524267
471	0.00202438784
472	0.002017549767
473	0.002014440584
474	0.002010814851
475	0.002002545574
476	0.001998868592
477	0.001984971748
478	0.001981922016
479	0.001979303965
480	0.001972916315
481	0.001966289876
482	0.001963958586
483	0.001960878925
484	0.001954157891
485	0.001943890595
486	0.00194121123
487	0.001926657595
488	0.001923780472
489	0.00191840265
490	0.001909875559
491	0.00190864631
492	0.001903878794
493	0.00189616564
494	0.001892266156
495	0.001888948741
496	0.001886649504
497	0.001883060608
498	0.001879647883
499	0.001876000659
500	0.001872839249
501	0.001867357952
502	0.001852594331
503	0.001847377492
504	0.001840575468
505	0.001838411319
506	0.001834311347
507	0.001827767926
508	0.001820787689
509	0.001816097307
510	0.001810486961
511	0.001808218318
512	0.001802304066
513	0.001794978085
514	0.00179110155
515	0.001788431882
516	0.001785927764
517	0.001778756854
518	0.001776639303
519	0.001774383635
520	0.00175723041
521	0.001755066435
522	0.001731095382
523	0.001727772162
524	0.00172317705
525	0.001721314616
526	0.001718996117
527	0.001716859062
528	0.001712279913
529	0.001708689938
530	0.001706932872
531	0.001700794331
532	0.001694047996
533	0.001684259865
534	0.001679869685
535	0.001674959596
536	0.001672642129
537	0.001665440915
538	0.001662684074
539	0.001656628445
540	0.001653785311
541	0.001650014919
542	0.001643037914
543	0.00164088607
544	0.001638650607
545	0.001634032168
546	0.001630382087
547	0.001628513204
548	0.001623843133
549	0.001618156788
550	0.001612112099
551	0.001600210087
552	0.001597623261
553	0.001595632767
554	0.001587986367
555	0.001586420587
556	0.001579711602
557	0.001576995225
558	0.001573249672
559	0.001568248223
560	0.001564625754
561	0.001563168471
562	0.001558814359
563	0.001557549036
564	0.001555739112
565	0.001550511924
566	0.001548102707
567	0.001545378202
568	0.001541828894
569	0.001538875617
570	0.001528346479
571	0.00151462709
572	0.001512166079
573	0.001510343741
574	0.001506184873
575	0.001504214812
576	0.001502175723
577	0.001498656342
578	0.001489599263
579	0.001486185362
580	0.001482962496
581	0.00147781199
582	0.001475197459
583	0.001468809781
584	0.001465408235
585	0.001463738338
586	0.001462057259
587	0.001458623568
588	0.001455645672
589	0.001452111228
590	0.001448824094
591	0.001444945425
592	0.00144130237
593	0.001439997038
594	0.001436540686
595	0.00143274703
596	0.001429912129
597	0.001428689843
598	0.001426704056
599	0.001422567014
600	0.001420424429
601	0.001417483133
602	0.00141512366
603	0.00141211153
604	0.001410658946
605	0.00140772643
606	0.001402059749
607	0.001395042484
608	0.001392146454
609	0.00138575627
610	0.00138436928
611	0.001380218053
612	0.001376176341
613	0.001372963332
614	0.0013714535
615	0.001366720039
616	0.00136406949
617	0.001359603436
618	0.001356925455
619	0.001355338203
620	0.001354306459
621	0.001351101009
622	0.001349543669
623	0.001347074128
624	0.001345703155
625	0.00133656225
626	0.001333727732
627	0.001332937678
628	0.00133020951
629	0.001327822406
630	0.001326278488
631	0.00131779521
632	0.001306870273
633	0.001305739517
634	0.001303542995
635	0.001299927194
636	0.001298311891
637	0.001296939478
638	0.001290766814
639	0.001289614115
640	0.001288382846
641	0.00128691375
642	0.001279691621
643	0.001278517986
644	0.00127738641
645	0.001274995177
646	0.001273577489
647	0.001272376356
648	0.001269989332
649	0.001268299637
650	0.001266563235
651	0.001265927932
652	0.001262577833
653	0.001256834347
654	0.001254814903
655	0.001251742511
656	0.001248593309
657	0.001247389757
658	0.001246468986
659	0.001245374737
660	0.00124257476
661	0.001240448258
662	0.001238203314
663	0.00123721487
664	0.001235963412
665	0.001234857822
666	0.0012339511
667	0.001231647029
668	0.001230059114
669	0.001227721205
670	0.001225785759
671	0.001223070166
672	0.001219781294
673	0.001217015099
674	0.001212210475
675	0.001208894313
676	0.001207597789
677	0.001205198792
678	0.001199185897
679	0.001197401011
680	0.001196080105
681	0.001193694899
682	0.001192794465
683	0.001189752239
684	0.001186571135
685	0.001185374921
686	0.001183892983
687	0.001182715986
688	0.001181467109
689	0.001178888909
690	0.001176806388
691	0.001175334128
692	0.001173764198
693	0.001172291493
694	0.001170585159
695	0.001169452399
696	0.001168066832
697	0.001166128817
698	0.001161523404
699	0.001155568642
700	0.001150320599
701	0.00114426698
702	0.001143148696
703	0.001141037629
704	0.001140296999
705	0.001139310922
706	0.001136318166
707	0.001134050269
708	0.001131043072
709	0.001129837045
710	0.001129116517
711	0.001128301386
712	0.001127236676
713	0.001126193333
714	0.001122989178
715	0.001121436176
716	0.001120643849
717	0.001119637522
718	0.001118846119
719	0.001117804505
720	0.001112319193
721	0.001111605896
722	0.001106561675
723	0.001103550238
724	0.001102750226
725	0.001099685563
726	0.001098387464
727	0.001095999451
728	0.001095375235
729	0.001093995386
730	0.00109280854
731	0.001091027955
732	0.001089427841
733	0.001088668134
734	0.001087191091
735	0.001086339041
736	0.001083550976
737	0.001081749701
738	0.001079354853
739	0.001077614634
740	0.001076609867
741	0.001075689262
742	0.00107457893
743	0.001072635272
744	0.001070476413
745	0.001069406082
746	0.001067190706
747	0.001065018006
748	0.001063100816
749	0.001060774404
750	0.001059578673
751	0.001057932705
752	0.001057133084
753	0.001055342235
754	0.001054522946
755	0.001052425926
756	0.00105173712
757	0.001050313573
758	0.001049537387
759	0.001048838282
760	0.001047076169
761	0.001044386339
762	0.001043624417
763	0.001041117398
764	0.001040241099
765	0.001039269827
766	0.001036740791
767	0.001033956527
768	0.001030604755
769	0.001029687523
770	0.001026248797
771	0.001025430497
772	0.001023711632
773	0.001020509547
774	0.001018672959
775	0.001017844102
776	0.001017195563
777	0.001012711965
778	0.00101193621
779	0.001009800212
780	0.001008114521
781	0.00100747633
782	0.001006646865
783	0.001005892307
784	0.00100511819
785	0.001003950527
786	0.001001669008
787	0.0009991831291
788	0.0009976971706
789	0.0009967250348
790	0.0009952442382
791	0.000993618385
792	0.0009912810152
793	0.0009897823788
794	0.0009878093507
795	0.0009864192041
796	0.00098535453
797	0.000984559919
798	0.0009836954648
799	0.0009816858281
800	0.0009794173549
801	0.0009786114883
802	0.0009779239518
803	0.0009773313941
804	0.0009766586313
805	0.000974542742
806	0.000968650456
807	0.0009680769319
808	0.0009645265561
809	0.0009637944392
810	0.0009632985358
811	0.0009625694955
812	0.0009619277934
813	0.0009610762789
814	0.0009597365222
815	0.000959208449
816	0.0009582635395
817	0.0009569535293
818	0.0009564134594
819	0.0009549659998
820	0.0009546115694
821	0.0009531652231
822	0.0009500567109
823	0.0009488773761
824	0.000947400369
825	0.0009444971939
826	0.0009432471681
827	0.0009420246724
828	0.0009393748329
829	0.0009319054857
830	0.0009295423036
831	0.0009272726635
832	0.0009259950291
833	0.0009249455988
834	0.0009242658121
835	0.0009238334114
836	0.0009231451255
837	0.0009222902496
838	0.0009218902937
839	0.0009201810371
840	0.0009189020986
841	0.0009178410663
842	0.0009170601899
843	0.0009151146051
844	0.0009142874656
845	0.0009125700268
846	0.0009076721402
847	0.0009070387381
848	0.0009027527516
849	0.0009009533266
850	0.0008989876101
851	0.0008983931908
852	0.0008979075393
853	0.0008960158982
854	0.000894012813
855	0.0008919977233
856	0.0008882667693
857	0.0008876809705
858	0.0008871263638
859	0.0008867260763
860	0.0008858617139
861	0.0008851400036
862	0.0008844919248
863	0.0008837378299
864	0.0008831965984
865	0.0008810986313
866	0.0008803165073
867	0.0008795901928
868	0.0008772837093
869	0.0008762212327
870	0.0008747165383
871	0.0008726842454
872	0.000871919
873	0.0008698845883
874	0.000869075603
875	0.0008676598052
876	0.000862761397
877	0.0008602150133
878	0.0008590385192
879	0.0008578426597
880	0.0008569319308
881	0.0008553221039
882	0.0008547558511
883	0.0008529313163
884	0.0008521210426
885	0.0008515840574
886	0.0008496590845
887	0.0008461204878
888	0.0008454483854
889	0.0008443297814
890	0.0008431282069
891	0.000842464796
892	0.0008420312868
893	0.0008415920798
894	0.0008412325229
895	0.0008408687144
896	0.0008402650828
897	0.0008380998901
898	0.0008374157228
899	0.0008366821515
900	0.0008350881051
901	0.0008345964888
902	0.0008341021046
903	0.0008330433623
904	0.000831799942
905	0.0008309922917
906	0.0008281743013
907	0.0008265201105
908	0.0008258671124
909	0.0008238633666
910	0.0008221473487
911	0.0008214800433
912	0.0008210805835
913	0.0008197142718
914	0.0008182830162
915	0.0008169148339
916	0.0008144083829
917	0.000813871699
918	0.0008120558397
919	0.0008115672395
920	0.0008110259438
921	0.0008090359518
922	0.0008085754815
923	0.0008080918216
924	0.0008072282014
925	0.0008069733659
926	0.0008063386742
927	0.0008056770447
928	0.0008043735523
929	0.0008014367357
930	0.0008000334342
931	0.0007992687833
932	0.0007973289643
933	0.0007967699717
934	0.0007961029883
935	0.0007953482584
936	0.0007947524752
937	0.0007929093428
938	0.0007898027188
939	0.0007888376943
940	0.0007877056341
941	0.0007861652048
942	0.0007852644903
943	0.0007835889023
944	0.0007826496981
945	0.0007820851609
946	0.0007797665596
947	0.0007787559954
948	0.0007773670189
949	0.0007748679208
950	0.0007743834297
951	0.0007738385737
952	0.0007731156541
953	0.0007719442169
954	0.0007716420767
955	0.0007709647343
956	0.0007701723772
957	0.0007692347206
958	0.0007685687402
959	0.0007657284099
960	0.0007652420098
961	0.000764859409
962	0.0007637866812
963	0.0007624557604
964	0.0007563165196
965	0.0007553945186
966	0.0007545881493
967	0.0007530001891
968	0.0007526704862
969	0.0007495120659
970	0.0007490938641
971	0.0007475435605
972	0.0007471275689
973	0.0007468641158
974	0.0007460210885
975	0.0007441751953
976	0.0007430010726
977	0.0007418164327
978	0.0007398833829
979	0.0007389360538
980	0.0007385009431
981	0.0007380301765
982	0.0007377310166
983	0.0007374192135
984	0.0007365956083
985	0.0007359953109
986	0.0007356779536
987	0.0007346472112
988	0.0007337938693
989	0.0007327836237
990	0.0007320104441
991	0.0007310965964
992	0.0007304661489
993	0.0007298100598
994	0.0007284311459
995	0.0007276827786
996	0.0007265234133
997	0.0007258509341
998	0.0007252276553
999	0.0007239745371
